FullName,PhotoUrl,ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
Kenta Inoue,https://cdn.sofifa.com/players/257/145/22_60.png,50,60,88,23,66,47,RM
Arindam Bhattacharya,https://cdn.sofifa.com/players/193/913/22_60.png,57,63,62,21,65,61,GK
Tom Parkes,https://cdn.sofifa.com/players/194/937/22_60.png,33,50,53,62,52,76,CB
Kenny Nagera,https://cdn.sofifa.com/players/261/753/22_60.png,62,51,83,24,65,47,ST
Niels Hahn,https://cdn.sofifa.com/players/244/858/22_60.png,43,61,69,56,65,61,CDM
Sirlord Conteh,https://cdn.sofifa.com/players/251/002/22_60.png,54,50,93,36,65,60,RW
Gedion Zelalem,https://cdn.sofifa.com/players/216/699/22_60.png,50,66,51,44,66,56,CAM
Nishan Burkart,https://cdn.sofifa.com/players/243/838/22_60.png,61,54,78,27,64,63,ST
Félix Mathaus Lima Santos,https://cdn.sofifa.com/players/235/643/22_60.png,29,39,67,60,49,73,CB
Pablo López,https://cdn.sofifa.com/players/239/995/22_60.png,53,63,68,45,67,57,CAM
Deniz Cicek,https://cdn.sofifa.com/players/262/780/22_60.png,58,64,68,47,65,53,CAM
Mohamed Gouaida,https://cdn.sofifa.com/players/216/444/22_60.png,47,64,72,31,69,55,LM
Luis Sánchez,https://cdn.sofifa.com/players/246/396/22_60.png,57,58,66,33,66,63,CAM
Mika Schroers,https://cdn.sofifa.com/players/257/916/22_60.png,65,62,67,37,64,48,ST
Luke McCowan,https://cdn.sofifa.com/players/262/525/22_60.png,60,56,77,28,66,56,LM
Edgaras Utkus,https://cdn.sofifa.com/players/263/549/22_60.png,35,57,61,63,56,69,CB
Sander Christiansen,https://cdn.sofifa.com/players/257/917/22_60.png,55,64,60,56,64,60,CM
Riccardo Capellini,https://cdn.sofifa.com/players/263/550/22_60.png,35,45,62,65,46,65,CB
David Meza Colli,https://cdn.sofifa.com/players/199/294/22_60.png,48,58,67,58,56,67,CDM
Pablo Becker,https://cdn.sofifa.com/players/219/518/22_60.png,57,67,76,48,67,56,CAM
Sebastián Moyano Jimenez,https://cdn.sofifa.com/players/219/774/22_60.png,54,59,68,35,68,39,CAM
Sean McLoughlin,https://cdn.sofifa.com/players/241/534/22_60.png,31,49,53,62,54,70,CB
Eduardo Rabanal,https://cdn.sofifa.com/players/255/992/22_60.png,36,48,69,61,58,52,RB
Remco Balk,https://cdn.sofifa.com/players/259/064/22_60.png,61,52,82,26,68,43,RW
Stefan Velkov,https://cdn.sofifa.com/players/255/211/22_60.png,40,46,61,62,52,74,CB
Nelson Hernández,https://cdn.sofifa.com/players/252/096/22_60.png,48,60,75,57,67,54,RM
Miullen N. Felicio Carva,https://cdn.sofifa.com/players/258/497/22_60.png,62,52,72,24,63,68,ST
Ricardo Farro,https://cdn.sofifa.com/players/254/401/22_60.png,63,60,60,46,65,62,GK
Tom Bayliss,https://cdn.sofifa.com/players/239/553/22_60.png,51,63,70,54,68,65,RM
Gerardo Moreno,https://cdn.sofifa.com/players/210/113/22_60.png,53,64,63,61,63,69,CDM
Han Saim Lee,https://cdn.sofifa.com/players/207/809/22_60.png,37,60,53,60,56,71,CB
Joep van der Sluijs,https://cdn.sofifa.com/players/262/337/22_60.png,51,55,80,25,65,48,LM
Anis Mehmeti,https://cdn.sofifa.com/players/250/816/22_60.png,50,57,66,53,71,61,CAM
Tom Sang,https://cdn.sofifa.com/players/242/366/22_60.png,45,55,66,60,60,65,RWB
Jon Gallagher,https://cdn.sofifa.com/players/242/624/22_60.png,55,56,79,50,63,60,RM
Nicolás Franco,https://cdn.sofifa.com/players/233/920/22_60.png,64,43,57,27,56,66,ST
Clarke Oduor,https://cdn.sofifa.com/players/237/503/22_60.png,41,56,77,57,65,58,LWB
Brahim Konaté,https://cdn.sofifa.com/players/231/103/22_60.png,47,61,63,62,67,63,CDM
Adriano Grimaldi,https://cdn.sofifa.com/players/195/262/22_60.png,63,52,49,32,60,73,ST
Joaquín Fernández,https://cdn.sofifa.com/players/254/654/22_60.png,28,40,57,62,46,67,CB
Thomas Beekman,https://cdn.sofifa.com/players/262/338/22_60.png,57,59,69,34,64,59,CAM
Ali Crawford,https://cdn.sofifa.com/players/200/898/22_60.png,62,64,68,56,65,66,CAM
Han Jin Kweon,https://cdn.sofifa.com/players/233/410/22_60.png,39,47,48,65,51,67,CB
Ole Käuper,https://cdn.sofifa.com/players/238/786/22_60.png,57,61,58,57,64,63,CAM
Marcelo André Veiga Lopes,https://cdn.sofifa.com/players/259/010/22_60.png,58,60,79,24,64,55,RM
Álex Garcete,https://cdn.sofifa.com/players/260/034/22_60.png,22,40,63,66,37,62,CB
Urko González de Zárate,https://cdn.sofifa.com/players/260/546/22_60.png,46,59,53,62,51,62,CDM
Abdullah Al Salem,https://cdn.sofifa.com/players/211/395/22_60.png,62,58,62,52,62,67,ST
Brendan Wiredu,https://cdn.sofifa.com/players/246/723/22_60.png,56,59,78,63,64,75,CM
Elliot Jorge Simões Inácio,https://cdn.sofifa.com/players/246/979/22_60.png,52,54,82,26,66,45,RM
Enrique Peña Zauner,https://cdn.sofifa.com/players/251/075/22_60.png,55,64,76,33,67,50,RM
Alán Mercado,https://cdn.sofifa.com/players/254/403/22_60.png,42,59,75,59,59,53,LB
Marco Tol,https://cdn.sofifa.com/players/262/340/22_60.png,26,45,66,63,41,71,CB
Jannes Van Hecke,https://cdn.sofifa.com/players/248/772/22_60.png,48,63,68,51,68,48,CAM
Patrik Wålemark,https://cdn.sofifa.com/players/254/148/22_60.png,59,56,70,31,66,53,RW
Ionuț Șerban,https://cdn.sofifa.com/players/257/732/22_60.png,59,62,67,48,65,63,CAM
Jun Yub Kim,https://cdn.sofifa.com/players/202/949/22_60.png,52,57,73,57,63,68,RM
Adrián Szőke,https://cdn.sofifa.com/players/251/582/22_60.png,61,59,72,38,62,61,ST
Devante Rodney,https://cdn.sofifa.com/players/236/222/22_60.png,61,54,82,24,64,66,RM
Paulo Afonso da Rocha Júnior,https://cdn.sofifa.com/players/261/880/22_60.png,62,57,67,27,70,39,CAM
Yuji Takahashi,https://cdn.sofifa.com/players/211/434/22_60.png,33,48,54,64,43,73,CB
Adam May,https://cdn.sofifa.com/players/228/584/22_60.png,57,59,73,58,63,68,CM
Anselmo Garcia MacNulty,https://cdn.sofifa.com/players/262/889/22_60.png,35,41,64,64,46,68,CB
Carlos Rosel,https://cdn.sofifa.com/players/227/817/22_60.png,48,59,80,55,65,61,RM
Vamara Sanogo,https://cdn.sofifa.com/players/230/121/22_60.png,60,50,74,26,62,77,ST
Adam Legzdins,https://cdn.sofifa.com/players/182/761/22_60.png,61,57,59,32,64,64,GK
Luis Federico López Andúgar,https://cdn.sofifa.com/players/264/170/22_60.png,62,58,66,30,63,58,GK
Daniel Margush,https://cdn.sofifa.com/players/231/914/22_60.png,63,61,61,30,64,63,GK
Jake Beesley,https://cdn.sofifa.com/players/222/654/22_60.png,61,49,71,44,61,68,ST
Barry Maguire,https://cdn.sofifa.com/players/243/178/22_60.png,54,60,69,61,61,74,CM
Franz Pfanne,https://cdn.sofifa.com/players/262/635/22_60.png,46,47,62,63,54,79,CB
Herculano Bucancil Nabian,https://cdn.sofifa.com/players/263/659/22_60.png,63,52,80,30,61,64,ST
Stojan Lukić,https://cdn.sofifa.com/players/213/483/22_60.png,63,58,58,27,63,67,GK
Connor Randall,https://cdn.sofifa.com/players/216/299/22_60.png,49,60,67,59,60,65,RWB
Yuya Nakasaka,https://cdn.sofifa.com/players/232/939/22_60.png,56,59,74,42,65,48,LM
Franco Ibarra,https://cdn.sofifa.com/players/254/695/22_60.png,47,58,67,61,63,61,CM
Rúben Miguel Valente Fonseca,https://cdn.sofifa.com/players/252/391/22_60.png,62,44,58,37,58,66,ST
Ammar Al Najjar,https://cdn.sofifa.com/players/238/055/22_60.png,55,60,78,44,64,54,RM
Fitim Azemi,https://cdn.sofifa.com/players/228/327/22_60.png,59,53,77,36,62,68,ST
Aidi Fulangxisi,https://cdn.sofifa.com/players/222/183/22_60.png,35,53,70,63,58,72,CB
Tom Nichols,https://cdn.sofifa.com/players/204/007/22_60.png,62,56,78,25,64,62,RW
Liam Feeney,https://cdn.sofifa.com/players/111/590/22_60.png,59,64,71,53,65,65,RM
Sylwester Lusiusz,https://cdn.sofifa.com/players/240/358/22_60.png,49,56,65,59,62,68,CDM
Magnus Christensen,https://cdn.sofifa.com/players/234/982/22_60.png,45,55,64,64,57,68,CB
Alexis Sleiter Rojas,https://cdn.sofifa.com/players/261/308/22_60.png,61,55,73,39,66,48,LW
Cássio Gabriel Vilela Ferreira,https://cdn.sofifa.com/players/264/381/22_60.png,60,62,79,37,65,48,CAM
Mohammed Al Saiari,https://cdn.sofifa.com/players/221/373/22_60.png,61,53,69,36,60,74,ST
Marco Weymans,https://cdn.sofifa.com/players/231/101/22_60.png,44,54,79,54,63,72,LWB
Quentin Daubin,https://cdn.sofifa.com/players/234/173/22_60.png,55,60,57,58,59,72,CDM
Damian Oko,https://cdn.sofifa.com/players/239/805/22_60.png,24,35,43,62,39,70,CB
Lino Tempelmann,https://cdn.sofifa.com/players/241/085/22_60.png,43,60,69,59,66,62,CAM
Muris Mešanović,https://cdn.sofifa.com/players/187/837/22_60.png,62,45,71,32,61,69,ST
Abu Danladi,https://cdn.sofifa.com/players/237/253/22_60.png,63,54,76,39,64,65,ST
José Alfonso Alvarado,https://cdn.sofifa.com/players/244/933/22_60.png,65,55,59,36,62,59,ST
Tsuyoshi Kodama,https://cdn.sofifa.com/players/246/725/22_60.png,60,64,64,26,61,66,GK
Alexi Gómez,https://cdn.sofifa.com/players/219/133/22_60.png,63,58,87,58,68,73,LM
Handwalla Bwana,https://cdn.sofifa.com/players/242/684/22_60.png,56,57,75,38,67,49,RM
Clément Vidal,https://cdn.sofifa.com/players/244/476/22_60.png,32,41,46,67,48,59,CB
Brazão Teixeira Pedro David,https://cdn.sofifa.com/players/248/572/22_60.png,54,56,75,37,72,46,LM
Florian Egerer,https://cdn.sofifa.com/players/250/876/22_60.png,44,59,55,61,54,69,CDM
Tim Siersleben,https://cdn.sofifa.com/players/258/812/22_60.png,33,47,62,63,54,63,CB
Ángel Jiménez Gallego,https://cdn.sofifa.com/players/259/580/22_60.png,62,65,65,30,64,63,GK
Luther James-Wildin,https://cdn.sofifa.com/players/235/773/22_60.png,51,53,80,56,61,76,RWB
Luis Benítes,https://cdn.sofifa.com/players/259/781/22_60.png,59,55,75,23,65,46,RM
Pablo Camacho,https://cdn.sofifa.com/players/192/765/22_60.png,32,55,68,61,54,62,RB
Vedad Radonja,https://cdn.sofifa.com/players/259/069/22_60.png,33,53,76,60,55,61,RB
Kaan Kairinen,https://cdn.sofifa.com/players/232/446/22_60.png,51,61,66,55,64,62,CM
Guillermo May,https://cdn.sofifa.com/players/243/966/22_60.png,61,45,70,22,65,52,ST
Mikel Carro Fandiño,https://cdn.sofifa.com/players/247/806/22_60.png,52,61,51,63,61,60,CM
George Merloi,https://cdn.sofifa.com/players/253/438/22_60.png,59,60,76,39,66,65,LM
Joakim Lindner,https://cdn.sofifa.com/players/202/492/22_60.png,42,57,62,63,54,69,CB
Adam Thompson,https://cdn.sofifa.com/players/201/212/22_60.png,31,54,55,62,52,75,CB
Abraham Bahachille,https://cdn.sofifa.com/players/260/091/22_60.png,59,60,58,60,60,66,CM
Emiliano Villar,https://cdn.sofifa.com/players/259/323/22_60.png,60,53,71,29,67,65,ST
Yannick Osée,https://cdn.sofifa.com/players/250/875/22_60.png,32,42,73,64,44,74,CB
Nicolás Sessa,https://cdn.sofifa.com/players/240/891/22_60.png,57,58,77,33,71,54,LM
Tom Lebeau,https://cdn.sofifa.com/players/238/843/22_60.png,58,64,74,57,67,54,CAM
James Brown,https://cdn.sofifa.com/players/236/027/22_60.png,30,49,70,60,59,68,RWB
Deniz Hümmet,https://cdn.sofifa.com/players/227/579/22_60.png,64,52,60,28,61,71,ST
Osman Hadžikić,https://cdn.sofifa.com/players/219/643/22_60.png,60,59,62,41,63,63,GK
Emil Jonassen,https://cdn.sofifa.com/players/192/761/22_60.png,45,56,75,59,60,64,LB
Jan Olschowsky,https://cdn.sofifa.com/players/257/273/22_60.png,63,64,64,19,64,65,GK
Marco Tilio,https://cdn.sofifa.com/players/246/009/22_60.png,59,56,86,33,65,45,LM
Harry Smith,https://cdn.sofifa.com/players/236/025/22_60.png,62,48,53,31,56,78,ST
Tomasz Loska,https://cdn.sofifa.com/players/224/761/22_60.png,60,59,64,37,68,61,GK
Ayo Obileye,https://cdn.sofifa.com/players/206/073/22_60.png,50,52,71,61,53,74,CB
Christoph Hemlein,https://cdn.sofifa.com/players/200/953/22_60.png,61,59,78,39,63,69,LM
Lewis Bate,https://cdn.sofifa.com/players/261/374/22_60.png,49,66,71,54,66,58,CM
Dominik Reimann,https://cdn.sofifa.com/players/228/607/22_60.png,55,69,66,45,68,57,GK
Yuji Rokutan,https://cdn.sofifa.com/players/232/447/22_60.png,60,58,62,33,62,66,GK
Chencho Gyeltshen,https://cdn.sofifa.com/players/264/448/22_60.png,60,55,83,36,64,58,RM
Aljoša Matko,https://cdn.sofifa.com/players/264/134/22_60.png,60,54,83,28,67,65,RM
Martin Broberg,https://cdn.sofifa.com/players/207/558/22_60.png,61,62,69,50,61,63,RM
Josh Daniels,https://cdn.sofifa.com/players/215/494/22_60.png,56,57,82,43,63,54,RM
Jon Mellish,https://cdn.sofifa.com/players/248/774/22_60.png,61,59,61,59,60,73,CM
Joel Pinto,https://cdn.sofifa.com/players/253/638/22_60.png,65,61,62,50,63,60,GK
Lisandru Tramoni,https://cdn.sofifa.com/players/255/174/22_60.png,55,62,67,39,66,52,LM
Ho Gang Han,https://cdn.sofifa.com/players/260/294/22_60.png,35,49,64,60,50,76,CB
Charles Vernam,https://cdn.sofifa.com/players/212/167/22_60.png,58,55,86,31,66,63,RM
Kevin Goden,https://cdn.sofifa.com/players/244/708/22_60.png,38,50,85,58,58,62,RB
Louis Appéré,https://cdn.sofifa.com/players/256/711/22_60.png,61,60,72,42,63,65,ST
Julen Agirrezabala,https://cdn.sofifa.com/players/263/880/22_60.png,62,63,58,27,66,68,GK
Joel Dixon,https://cdn.sofifa.com/players/216/264/22_60.png,61,62,62,31,63,63,GK
Liam Gibson,https://cdn.sofifa.com/players/232/648/22_60.png,35,50,68,60,59,64,LB
Ko Yanagisawa,https://cdn.sofifa.com/players/263/680/22_60.png,32,55,70,61,56,65,RB
Stephen Dooley,https://cdn.sofifa.com/players/223/744/22_60.png,59,61,70,56,66,52,RM
Jamie Devitt,https://cdn.sofifa.com/players/189/695/22_60.png,60,63,69,41,65,52,CAM
Dimitar Mitov,https://cdn.sofifa.com/players/225/280/22_60.png,61,61,64,60,63,62,GK
Sargon Abraham,https://cdn.sofifa.com/players/245/248/22_60.png,60,62,64,35,67,61,CAM
Florian Flick,https://cdn.sofifa.com/players/248/576/22_60.png,44,56,62,61,55,70,CB
Horațiu Moldovan,https://cdn.sofifa.com/players/251/136/22_60.png,58,60,63,39,64,63,GK
John Akinde,https://cdn.sofifa.com/players/186/112/22_60.png,59,48,72,36,58,83,ST
Reece Hall-Johnson,https://cdn.sofifa.com/players/206/081/22_60.png,45,53,78,59,61,65,RB
Gabriel Mutombo,https://cdn.sofifa.com/players/222/209/22_60.png,26,45,36,63,40,73,CB
Niccolò Zanellato,https://cdn.sofifa.com/players/240/385/22_60.png,51,65,63,56,69,55,CAM
Cyrill Akono,https://cdn.sofifa.com/players/242/433/22_60.png,63,50,69,28,62,67,ST
Albie Morgan,https://cdn.sofifa.com/players/245/761/22_60.png,55,63,72,50,64,58,RM
Ariel Schuarztman,https://cdn.sofifa.com/players/255/489/22_60.png,56,57,61,52,64,53,CAM
Jimmy De Jonghe,https://cdn.sofifa.com/players/202/498/22_60.png,47,56,81,58,61,58,LB
Jakob Bonde,https://cdn.sofifa.com/players/256/741/22_60.png,60,60,57,60,61,70,CM
Chris Seitz,https://cdn.sofifa.com/players/179/685/22_60.png,61,64,62,43,61,68,GK
Bartosz Rymaniak,https://cdn.sofifa.com/players/189/924/22_60.png,42,54,62,61,58,74,CB
Sylvester Jasper,https://cdn.sofifa.com/players/255/377/22_60.png,60,56,85,39,66,50,RM
Abdul Manaf Nurudeen,https://cdn.sofifa.com/players/239/076/22_60.png,57,58,72,24,70,60,GK
Marcel Hilßner,https://cdn.sofifa.com/players/231/197/22_60.png,65,63,62,49,63,60,CAM
Krzysztof Kubica,https://cdn.sofifa.com/players/252/225/22_60.png,49,53,62,60,56,72,CDM
Mark Brink,https://cdn.sofifa.com/players/231/233/22_60.png,54,62,66,59,65,66,CM
Erten Ersu,https://cdn.sofifa.com/players/223/041/22_60.png,61,60,63,36,66,63,GK
Alexis Sabella,https://cdn.sofifa.com/players/259/136/22_60.png,57,63,64,55,63,63,CAM
Rafael António Pereira,https://cdn.sofifa.com/players/256/064/22_60.png,33,46,71,62,56,70,CB
Aymen Boutoutaou,https://cdn.sofifa.com/players/254/784/22_60.png,59,53,74,32,75,33,CAM
Alejandro Gómez,https://cdn.sofifa.com/players/248/128/22_60.png,34,48,67,61,60,60,LB
Boubacar Fofana,https://cdn.sofifa.com/players/246/848/22_60.png,61,55,81,29,70,52,RW
Matko Miljevic,https://cdn.sofifa.com/players/246/336/22_60.png,56,60,66,51,67,56,RM
Min Gi Lee,https://cdn.sofifa.com/players/233/280/22_60.png,29,53,75,55,60,64,LB
Abdullah Al Ammar,https://cdn.sofifa.com/players/225/600/22_60.png,47,60,73,55,64,63,LM
Loris Mouyokolo,https://cdn.sofifa.com/players/260/159/22_60.png,34,39,59,61,45,76,CB
Piotr Tomasik,https://cdn.sofifa.com/players/193/087/22_60.png,56,61,75,58,59,68,LWB
Dennis Cirkin,https://cdn.sofifa.com/players/256/831/22_60.png,39,50,62,61,61,58,LB
Óscar López Arboleas,https://cdn.sofifa.com/players/235/071/22_60.png,65,59,67,28,62,58,GK
Siro Rosane,https://cdn.sofifa.com/players/261/438/22_60.png,47,54,57,61,56,69,CDM
Kevin Schade,https://cdn.sofifa.com/players/260/926/22_60.png,61,53,79,23,65,55,ST
Flavio Caicedo,https://cdn.sofifa.com/players/259/902/22_60.png,36,54,64,63,49,62,CDM
Hotaka Nakamura,https://cdn.sofifa.com/players/255/038/22_60.png,33,47,64,60,56,69,RB
Yuki Abe,https://cdn.sofifa.com/players/156/478/22_60.png,64,69,32,63,62,58,CDM
Kebba Badjie,https://cdn.sofifa.com/players/260/413/22_60.png,61,52,79,31,67,50,ST
Kabelo Dlamini,https://cdn.sofifa.com/players/251/197/22_60.png,59,57,73,24,64,48,LM
Maciej Urbańczyk,https://cdn.sofifa.com/players/219/453/22_60.png,45,55,62,60,62,65,CDM
Cody Drameh,https://cdn.sofifa.com/players/254/529/22_60.png,35,52,78,56,63,62,RB
Teng Yi,https://cdn.sofifa.com/players/201/026/22_60.png,37,49,39,61,40,74,CB
Anass Achahbar,https://cdn.sofifa.com/players/204/098/22_60.png,60,58,65,29,68,66,ST
Aiham Ousou,https://cdn.sofifa.com/players/245/018/22_60.png,26,43,70,64,51,67,CB
Carney Chukwuemeka,https://cdn.sofifa.com/players/259/356/22_60.png,53,62,62,44,67,57,CAM
Simo Rumbullaku,https://cdn.sofifa.com/players/257/820/22_60.png,34,52,74,58,59,60,LB
Joss Labadie,https://cdn.sofifa.com/players/190/492/22_60.png,56,61,64,61,60,85,CDM
Saidt Mustafá,https://cdn.sofifa.com/players/248/860/22_60.png,62,61,62,25,62,63,GK
Arthur Zagré,https://cdn.sofifa.com/players/248/604/22_60.png,41,57,81,57,66,44,LB
Sung Ju Kim,https://cdn.sofifa.com/players/227/612/22_60.png,60,63,58,57,63,61,LM
Marcus Piossek,https://cdn.sofifa.com/players/197/148/22_60.png,61,61,70,49,65,70,RM
Carlos Adilson Travisso Rocha,https://cdn.sofifa.com/players/230/171/22_60.png,43,64,68,53,72,64,GK
Michał Kopczyński,https://cdn.sofifa.com/players/211/227/22_60.png,48,57,57,63,60,62,CDM
Rodrigo Morales,https://cdn.sofifa.com/players/261/402/22_60.png,54,60,62,62,61,60,CDM
Zakaria Sami,https://cdn.sofifa.com/players/212/805/22_60.png,45,54,59,60,56,79,CDM
Serigne Mor Mbaye,https://cdn.sofifa.com/players/234/050/22_60.png,63,66,64,27,64,58,GK
Víctor Mongil Adeva,https://cdn.sofifa.com/players/205/893/22_60.png,37,54,67,61,53,70,CB
Aliou Baldé,https://cdn.sofifa.com/players/261/444/22_60.png,55,52,92,28,68,52,RM
Antoine Valério,https://cdn.sofifa.com/players/254/020/22_60.png,50,61,66,57,67,61,CAM
Rafael Arace,https://cdn.sofifa.com/players/252/996/22_60.png,63,58,80,28,66,56,ST
Stanislav Ivanov,https://cdn.sofifa.com/players/252/740/22_60.png,58,51,79,17,67,51,RM
Oskar Zawada,https://cdn.sofifa.com/players/224/324/22_60.png,59,51,74,26,58,71,ST
Hillel Konaté,https://cdn.sofifa.com/players/224/068/22_60.png,61,62,63,53,66,58,GK
Ramiro Sordo,https://cdn.sofifa.com/players/261/443/22_60.png,58,59,69,33,63,48,RM
Lucas Dias,https://cdn.sofifa.com/players/236/867/22_60.png,63,59,64,29,63,61,GK
Christie Elliott,https://cdn.sofifa.com/players/213/571/22_60.png,56,56,76,59,62,73,RB
Lesley Ugochukwu,https://cdn.sofifa.com/players/257/084/22_60.png,50,60,67,58,65,69,CM
Aaron Herzog,https://cdn.sofifa.com/players/242/748/22_60.png,47,59,81,44,66,59,RM
Junior Kadile,https://cdn.sofifa.com/players/257/083/22_60.png,63,52,79,22,67,52,ST
Mads Lauritsen,https://cdn.sofifa.com/players/215/657/22_60.png,42,49,52,62,46,73,CB
Agustín Peña,https://cdn.sofifa.com/players/223/851/22_60.png,51,61,66,56,64,64,RM
Alex Rambal,https://cdn.sofifa.com/players/218/731/22_60.png,38,49,57,63,56,66,CB
Iñaki Recio Irusta,https://cdn.sofifa.com/players/262/507/22_60.png,35,45,74,61,60,61,LB
Marc Hornschuh,https://cdn.sofifa.com/players/190/826/22_60.png,40,57,51,64,55,61,CB
Jake Hessenthaler,https://cdn.sofifa.com/players/214/634/22_60.png,54,62,67,60,63,72,CDM
Sayouba Mandé,https://cdn.sofifa.com/players/209/002/22_60.png,59,61,64,43,64,62,GK
Sören Bertram,https://cdn.sofifa.com/players/197/226/22_60.png,65,61,76,40,65,62,LW
Alejandro Suárez Cardero,https://cdn.sofifa.com/players/261/993/22_60.png,58,64,72,51,68,48,CAM
Tiago Vanderlei Fagundes Fachini,https://cdn.sofifa.com/players/230/505/22_60.png,66,53,44,26,64,65,ST
Lisheng Liao,https://cdn.sofifa.com/players/221/801/22_60.png,59,62,67,63,63,65,CM
Waleed Abdullah,https://cdn.sofifa.com/players/191/848/22_60.png,63,70,62,35,60,61,GK
Kevin Kunz,https://cdn.sofifa.com/players/238/699/22_60.png,62,51,65,30,62,64,GK
Tanner Tessmann,https://cdn.sofifa.com/players/256/104/22_60.png,47,63,59,56,65,69,CM
Ian Pino Soler,https://cdn.sofifa.com/players/231/016/22_60.png,33,45,58,63,45,66,CB
Shenglong Li,https://cdn.sofifa.com/players/224/616/22_60.png,60,55,77,44,60,69,ST
Yuma Obata,https://cdn.sofifa.com/players/255/079/22_60.png,63,59,65,44,70,52,GK
Luis Guerra,https://cdn.sofifa.com/players/253/543/22_60.png,49,63,77,36,65,60,RM
Mario Cuéllar,https://cdn.sofifa.com/players/251/495/22_60.png,31,43,55,63,44,62,CB
Janne Saksela,https://cdn.sofifa.com/players/233/575/22_60.png,39,57,70,58,60,63,RB
Oscar Threlkeld,https://cdn.sofifa.com/players/217/191/22_60.png,47,57,66,60,59,71,RB
Eirik Holmen Johansen,https://cdn.sofifa.com/players/190/822/22_60.png,62,65,58,28,67,60,GK
