ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
66,58,68,33,62,59,ST
36,59,61,64,51,67,LB
50,58,53,60,59,75,CDM
55,60,73,41,65,51,RM
39,53,79,58,58,60,LB
49,60,76,48,66,60,RM
62,65,66,50,66,61,GK
61,58,82,35,64,73,RM
33,58,68,60,59,62,LB
60,59,67,34,70,60,GK
52,58,47,63,57,68,CB
56,54,80,32,68,54,RM
43,56,64,65,62,69,CDM
38,52,62,63,55,73,CB
49,55,62,63,56,75,CB
52,64,63,61,65,63,CDM
48,59,68,64,60,69,CB
66,38,65,21,63,73,ST
56,66,64,52,62,70,RM
37,54,84,56,65,62,LWB
35,54,64,66,48,64,CB
58,69,60,21,64,68,GK
29,41,66,65,46,69,CB
60,55,82,31,68,43,RM
48,49,56,62,52,68,CB
43,48,40,63,47,72,CB
56,62,67,53,65,65,CM
47,60,54,61,58,71,CDM
50,62,64,62,66,69,CDM
35,47,41,63,50,75,CB
42,60,78,58,60,67,RWB
58,54,93,28,68,63,RM
50,60,72,58,66,58,RWB
31,42,51,64,50,71,CB
22,40,40,66,39,57,CB
48,58,79,55,64,67,RM
58,55,78,58,60,76,RB
59,62,65,55,62,64,CAM
67,56,70,22,64,55,ST
26,51,64,63,53,69,CB
63,63,62,57,64,73,CM
63,67,65,27,66,62,GK
62,62,63,48,67,65,GK
52,60,78,35,65,54,LM
54,64,75,64,63,63,CM
58,56,82,35,68,46,RM
61,61,69,57,70,51,RW
63,60,65,43,65,62,GK
63,41,64,30,57,67,ST
29,45,69,65,53,63,CB
57,59,86,53,65,66,LM
34,52,73,61,58,61,RB
58,62,79,27,67,36,CAM
54,64,70,49,70,60,CAM
41,57,66,63,61,63,CDM
57,65,69,48,68,60,CAM
53,57,77,48,67,59,RM
64,56,72,21,65,70,ST
65,48,69,34,63,52,ST
59,64,33,65,62,58,CDM
37,56,53,64,52,63,CDM
55,64,63,60,63,66,CM
48,58,56,64,59,71,CB
64,61,74,42,69,55,RM
66,55,76,24,63,68,ST
45,56,67,63,61,66,CB
37,50,76,66,59,65,LB
63,43,70,24,68,55,ST
60,62,68,63,65,74,LWB
57,58,77,54,65,70,RM
52,63,68,65,67,52,LM
60,57,78,38,64,68,ST
63,58,65,33,67,62,GK
55,64,61,60,65,59,CDM
53,63,71,59,69,70,CAM
62,51,57,26,60,76,ST
56,63,65,56,62,61,RWB
62,53,65,30,62,69,ST
63,57,61,60,61,69,CM
50,65,66,56,64,67,CM
64,68,44,61,64,55,CM
52,56,58,63,64,65,CDM
54,63,73,51,72,54,CAM
55,63,64,61,63,67,CM
52,64,66,62,63,66,LM
64,42,71,19,65,61,ST
40,54,73,58,62,66,RB
64,52,67,24,65,59,ST
63,63,78,30,63,65,RM
57,61,71,60,66,57,CM
39,53,57,64,55,76,CB
46,55,66,62,59,68,RB
65,59,68,34,64,57,ST
51,59,81,59,65,63,RM
60,60,61,43,63,69,CM
43,54,73,56,64,65,RWB
51,51,73,60,62,63,RB
44,62,56,61,65,58,CM
26,45,51,63,48,76,CB
27,45,57,63,50,74,CB
52,64,72,62,66,58,CM
41,46,64,64,51,70,CB
39,59,70,62,60,62,RB
49,56,79,22,74,35,LM
60,58,65,31,66,65,GK
65,43,68,22,62,63,ST
64,47,71,36,56,74,ST
60,55,65,39,66,62,GK
31,45,64,64,41,67,CB
37,54,69,63,60,64,CB
56,58,73,40,68,57,LW
39,52,61,63,56,74,CB
61,60,72,38,66,60,CAM
63,64,67,54,65,70,CAM
62,48,83,39,66,66,ST
58,60,60,60,61,80,CM
61,53,74,36,67,69,ST
59,65,67,36,64,67,GK
32,52,68,62,64,64,RB
65,56,79,33,65,64,RW
59,58,77,56,63,65,LM
49,66,65,55,66,55,CM
67,52,62,29,54,68,ST
47,53,28,65,47,63,CB
33,52,65,63,60,68,CB
56,55,83,28,68,55,RM
63,61,70,42,66,60,CAM
37,40,46,65,41,67,CB
45,56,54,61,60,74,CDM
59,59,64,41,65,62,GK
63,62,62,50,66,65,GK
55,65,78,59,70,49,CAM
55,58,78,61,61,59,LB
56,53,84,31,68,57,RW
58,61,74,40,64,51,CAM
56,58,78,51,65,63,RM
62,44,71,26,64,68,ST
34,58,60,58,59,59,CDM
60,61,72,41,63,56,CAM
57,58,67,61,59,76,CB
48,60,61,53,63,66,CM
53,58,79,30,65,58,RM
62,61,75,48,66,66,CAM
36,53,61,64,51,71,CB
30,40,40,67,36,59,CB
36,50,54,65,55,69,CB
45,55,44,68,42,61,CB
65,63,69,62,65,58,RM
64,51,80,28,69,57,ST
66,47,46,28,49,78,ST
43,60,47,64,58,71,CB
60,66,52,63,64,69,CDM
35,56,76,61,55,45,RWB
55,62,70,56,69,58,CAM
61,66,62,28,69,67,GK
56,56,67,52,63,50,CM
60,68,59,42,67,63,GK
60,64,67,46,67,63,GK
64,48,66,24,63,66,ST
55,63,67,59,62,61,RB
35,43,58,64,42,67,CB
63,63,64,34,65,62,GK
44,59,60,60,62,74,CDM
53,65,73,60,65,63,CM
63,62,61,33,65,65,GK
57,60,53,61,60,73,CDM
58,58,75,41,65,70,RM
30,40,52,65,40,67,CB
64,66,72,37,67,47,CAM
30,36,60,66,35,66,CB
61,45,65,44,59,73,ST
47,52,58,61,53,77,CB
49,55,60,62,59,73,CB
49,54,58,63,61,75,CB
63,67,58,53,67,63,CAM
42,49,67,60,59,73,CB
66,49,57,39,54,75,ST
41,55,63,62,57,56,RB
52,63,57,58,63,66,CM
31,46,78,59,68,59,RB
59,67,71,56,67,68,CAM
57,58,88,48,65,77,RM
34,55,67,64,60,67,CB
62,51,83,36,59,67,ST
57,64,61,60,65,64,CM
63,56,68,23,65,70,ST
62,46,78,23,70,55,ST
36,43,58,64,49,69,CB
59,64,54,63,61,71,CDM
55,59,81,53,63,68,RM
60,57,83,40,66,64,RM
41,59,56,62,56,66,CDM
41,56,70,62,63,68,CDM
63,58,77,25,64,71,RW
33,60,70,57,61,70,LWB
60,59,82,38,64,46,LM
61,60,62,62,62,71,CDM
31,55,80,64,60,70,RB
37,49,65,63,54,64,CB
57,54,87,26,69,51,RM
27,44,65,64,51,66,CB
28,47,51,62,44,79,CB
64,53,78,23,64,65,ST
36,41,47,63,44,79,CB
66,62,63,41,61,64,GK
41,50,61,62,52,75,CB
43,59,71,56,67,62,LB
36,49,33,63,44,77,CB
57,59,82,41,64,56,RM
51,59,57,61,59,75,CDM
52,60,77,57,67,71,RM
39,59,70,63,58,71,CB
56,63,67,63,62,67,CM
28,57,76,60,65,58,LB
62,62,72,62,63,72,ST
49,62,79,53,57,62,LM
35,51,68,59,60,57,RB
30,41,58,63,43,73,CB
60,68,63,48,65,66,CAM
46,54,73,63,55,72,CB
64,58,64,51,66,63,GK
48,58,64,63,58,73,CB
26,48,61,63,59,70,RB
54,59,31,60,61,70,CDM
58,63,45,63,62,67,CDM
42,60,65,60,63,63,CDM
63,57,75,24,68,48,RM
29,41,53,64,43,71,CB
55,58,77,58,58,60,LB
58,62,60,62,63,62,CM
62,62,77,28,67,61,RW
65,60,75,34,67,66,RM
63,61,75,53,63,70,RM
64,59,67,29,67,64,GK
69,48,31,37,47,75,ST
58,58,76,50,67,54,LW
45,59,80,60,68,58,RB
58,62,68,21,68,53,RW
57,60,73,39,64,60,RM
55,60,71,35,64,58,RM
62,60,72,46,65,59,RM
62,60,61,48,65,62,GK
55,59,70,59,66,64,CAM
48,60,42,61,58,63,CM
34,51,58,64,52,66,CDM
56,59,77,58,65,68,RB
60,63,65,42,67,64,GK
52,59,69,63,61,66,LB
25,31,72,65,44,69,CB
40,55,76,58,65,60,RWB
54,56,67,25,67,53,LM
61,60,66,29,65,60,GK
46,58,46,64,50,67,CB
60,62,52,63,61,68,CDM
46,61,71,61,62,61,CDM
60,55,81,37,67,75,LM
29,41,55,63,45,76,CB
64,55,66,35,70,39,RW
59,62,73,60,67,66,RM
34,48,45,65,48,71,CB
64,60,62,41,63,44,CAM
51,63,67,57,62,67,RWB
42,58,66,64,58,69,CB
49,60,72,57,68,67,LB
47,63,66,61,63,65,LB
47,61,73,60,64,71,CM
63,61,68,18,65,61,GK
41,60,66,62,59,65,LB
42,54,70,61,59,73,CB
65,49,59,31,66,63,ST
35,52,74,60,58,71,RB
64,58,78,46,64,64,RM
43,54,72,57,54,62,RB
62,63,72,54,66,53,CAM
27,40,58,64,43,71,CB
26,42,62,64,37,64,CB
59,62,70,54,64,63,LM
62,65,63,33,65,63,GK
64,50,66,23,65,59,ST
48,55,70,63,59,72,CB
27,50,67,63,57,69,CB
41,57,59,64,54,56,CDM
38,55,75,60,60,62,RWB
37,56,63,63,58,67,CDM
58,65,81,62,63,72,CB
58,64,68,58,66,69,CAM
61,61,76,36,66,62,CAM
57,66,64,54,68,64,CM
64,54,76,23,68,61,RW
35,47,63,65,52,69,CB
51,60,78,60,59,69,LWB
55,57,75,23,64,52,LW
40,63,72,60,69,59,CM
62,51,78,44,60,78,ST
58,60,76,55,68,57,CAM
64,57,76,30,68,46,ST
62,52,75,21,67,61,ST
42,57,77,54,65,63,LWB
41,59,71,61,67,67,CDM
37,42,75,64,53,66,CB
44,56,63,61,65,59,RB
42,51,57,64,43,65,CB
52,59,52,61,63,71,CDM
62,48,70,32,57,83,ST
64,59,65,47,65,63,GK
63,66,68,51,63,67,CAM
64,47,76,24,62,66,ST
38,53,75,60,61,70,LB
37,52,73,59,59,70,RB
56,61,64,60,63,69,CM
61,60,68,50,62,62,GK
54,58,76,37,68,63,RM
58,61,82,36,67,47,RM
58,56,81,57,63,67,LB
52,63,66,57,67,70,CM
50,63,65,54,65,62,CM
25,40,82,61,47,72,CB
63,62,66,60,65,75,CM
45,62,69,58,67,66,CM
62,62,59,58,64,75,CM
51,61,66,59,60,69,CDM
43,61,62,62,54,60,CDM
52,55,63,64,62,66,CDM
69,56,72,37,65,79,ST
51,62,70,58,65,61,CM
53,45,38,62,48,78,CB
62,49,83,30,69,54,CF
51,58,63,62,62,75,CDM
60,55,86,24,68,48,RM
60,58,65,63,62,72,CDM
40,57,61,63,58,72,CB
64,63,72,41,64,59,CAM
61,44,77,20,59,65,ST
28,39,62,62,49,73,CB
60,56,70,37,65,61,ST
27,43,30,68,43,65,CB
63,45,74,21,63,60,ST
56,54,86,31,67,42,RM
59,53,76,22,69,61,ST
54,56,74,58,65,69,CDM
66,45,68,25,63,42,ST
58,63,70,61,64,70,CDM
33,38,54,65,46,67,CB
67,62,64,26,64,65,GK
62,61,64,45,64,63,GK
63,62,66,35,63,63,GK
50,56,72,59,63,59,LB
26,45,67,57,59,50,LB
41,56,74,59,60,66,RB
56,61,68,50,66,67,CAM
44,58,46,60,58,71,CDM
28,50,64,64,55,70,CB
62,57,71,34,65,63,CF
61,45,66,29,64,68,ST
27,46,60,63,41,66,CB
31,52,78,59,59,59,LB
65,65,62,45,65,65,GK
62,56,82,34,66,67,ST
55,66,65,54,64,57,CM
42,51,54,64,49,71,CB
64,59,65,34,67,62,GK
62,52,75,38,65,72,ST
62,56,72,31,67,68,CAM
66,46,68,23,60,68,ST
46,61,75,58,64,57,RB
31,45,53,67,44,65,CB
34,50,58,61,52,80,CB
40,41,48,66,47,66,CB
35,49,72,60,54,68,RB
40,59,58,63,55,66,CB
26,38,57,64,46,65,CB
48,57,71,62,59,65,CB
59,57,78,40,63,63,ST
56,53,80,25,68,50,LM
65,47,55,28,56,65,ST
35,49,32,64,46,75,CB
61,63,68,38,68,35,CAM
61,49,68,36,63,70,ST
37,41,69,65,36,64,CB
33,50,60,64,58,69,CB
48,57,78,59,64,63,LB
59,66,68,53,66,65,CAM
33,47,61,64,50,66,CB
56,58,80,47,66,57,RM
33,53,71,61,58,57,LB
45,59,76,61,63,58,CDM
61,53,57,28,58,72,ST
61,63,75,54,61,57,RM
56,58,70,28,70,52,RM
63,60,84,33,69,55,RM
54,57,75,58,62,71,RB
62,57,67,35,66,61,GK
53,56,79,38,66,57,RM
35,53,64,60,65,63,LB
22,38,71,64,45,69,CB
58,62,69,44,64,62,CAM
34,48,68,63,59,58,RB
61,58,65,45,65,65,GK
60,58,90,34,66,59,RW
60,61,42,66,63,79,CB
39,50,50,64,55,63,CB
64,52,61,32,57,63,ST
64,62,74,35,65,57,LM
64,50,61,24,59,72,ST
56,62,70,62,61,73,CB
59,60,75,35,68,57,RW
62,56,69,21,65,47,CF
63,54,76,35,62,73,ST
44,56,65,61,55,81,CB
65,64,37,29,66,67,ST
51,60,72,59,65,74,CM
63,58,78,27,68,64,ST
61,61,54,59,63,73,CDM
62,54,78,47,65,72,RM
29,50,73,58,62,69,LB
65,59,67,32,63,63,GK
54,57,83,26,66,43,RM
52,60,73,56,63,55,LWB
57,57,67,62,62,62,CDM
60,62,65,58,62,50,CM
25,46,68,61,57,66,RB
48,64,84,56,69,59,RM
64,59,64,52,65,64,GK
60,62,66,45,66,63,GK
55,60,69,60,56,68,LB
33,47,62,66,49,66,CB
39,57,65,58,61,75,CDM
59,62,76,54,67,73,RM
62,65,72,58,64,71,RM
56,62,62,60,64,72,LWB
52,66,63,59,65,57,CM
62,66,71,49,67,52,LM
53,58,67,63,61,65,CB
41,45,68,63,53,70,CB
53,64,78,55,71,56,CAM
58,58,73,62,64,74,CAM
26,42,82,63,53,68,CB
58,59,77,43,65,59,LM
49,57,63,65,48,67,CB
62,52,79,22,62,65,ST
62,66,64,33,66,63,GK
36,56,74,60,64,63,LB
66,60,61,41,63,65,GK
56,56,85,55,64,59,RM
59,62,50,59,67,60,CM
63,53,60,61,61,72,CB
60,57,74,25,66,48,RM
48,60,68,58,60,70,CM
58,57,68,59,64,63,RB
58,60,74,22,68,62,LM
60,63,68,49,63,64,CAM
58,63,71,58,66,63,CAM
60,61,68,61,59,62,CM
51,63,70,61,65,60,RWB
53,63,71,49,66,61,CAM
40,51,69,61,57,67,LB
58,55,79,24,72,41,LW
60,64,51,60,66,63,CM
61,47,85,25,62,70,ST
62,63,65,59,62,79,RWB
61,59,65,41,67,62,GK
37,42,59,62,44,75,CB
63,62,64,38,66,59,GK
34,47,80,63,52,75,CB
62,61,63,54,66,66,CM
46,56,80,57,62,64,LB
54,62,72,59,63,55,LB
64,52,67,29,63,68,ST
34,36,67,67,42,64,CB
47,55,78,61,65,70,RB
34,48,64,61,41,72,CB
57,57,81,26,70,48,LM
35,51,56,61,55,77,CB
59,62,65,34,69,63,GK
45,61,69,60,61,73,CDM
63,60,58,60,61,68,CM
64,64,78,58,65,69,RM
58,60,64,54,68,64,CAM
44,56,69,57,58,62,LB
62,54,83,33,68,56,ST
54,64,59,54,66,62,CM
25,52,73,60,56,58,RWB
58,60,83,42,66,60,RM
59,61,75,28,67,47,CAM
56,58,70,62,64,67,CDM
66,63,65,42,66,58,CAM
65,62,73,27,65,67,RM
45,59,63,60,62,62,CDM
59,65,64,54,64,66,CAM
61,56,65,43,68,63,GK
51,57,62,62,57,64,CDM
63,51,73,25,60,63,ST
28,36,45,64,38,71,CB
46,55,67,65,56,64,CB
61,57,72,36,68,58,RW
24,41,46,64,41,73,CB
59,62,65,32,66,50,RM
44,58,75,58,61,65,RWB
32,48,71,62,50,72,CB
49,62,70,60,63,66,CB
38,52,66,60,56,80,CB
56,58,75,42,63,73,LM
33,33,42,66,35,69,CB
26,45,54,63,49,78,CB
64,60,65,36,67,61,GK
55,54,62,62,59,73,CDM
27,41,41,60,39,78,CB
57,58,75,54,62,72,RM
63,59,84,26,67,59,CAM
62,46,86,24,63,62,ST
59,62,70,59,68,63,RM
59,66,64,49,71,66,CAM
63,56,78,40,63,69,ST
48,53,69,62,56,74,CB
34,54,69,59,59,71,RB
61,61,64,47,66,62,GK
48,50,57,63,56,72,CDM
42,53,46,62,61,76,CB
33,50,82,58,60,63,LB
61,63,61,25,65,64,GK
62,61,78,44,67,58,LM
58,64,63,60,63,64,CM
34,50,67,63,58,54,LB
36,55,80,59,62,67,LB
60,63,66,50,67,53,CAM
66,61,64,43,67,59,GK
39,45,56,65,52,64,CB
66,48,61,22,63,58,ST
66,59,62,27,66,65,GK
55,56,80,43,67,65,RM
58,60,66,56,67,62,CAM
57,59,79,59,63,72,CDM
59,61,67,61,60,63,RWB
36,49,58,63,51,71,CB
30,49,57,61,55,75,CB
42,59,75,57,58,62,RWB
61,64,64,32,68,52,CAM
33,56,70,58,64,67,LB
45,52,75,62,62,61,LB
34,41,52,63,51,68,CB
54,62,66,59,65,73,CDM
62,62,71,50,68,58,CAM
32,49,75,61,57,63,LB
35,55,63,66,50,61,CB
66,56,80,28,63,53,ST
35,49,58,63,47,75,CB
58,62,71,58,66,68,CAM
25,37,55,63,39,76,CB
59,60,64,36,67,65,GK
56,61,67,59,67,67,CM
55,58,73,59,61,69,LB
47,53,63,60,60,72,LB
63,55,80,31,69,47,RW
58,58,72,55,68,46,CAM
62,62,66,61,64,70,CM
33,41,70,64,50,67,CB
66,55,71,19,68,53,CAM
66,42,63,28,59,71,ST
34,49,78,62,55,72,CB
39,53,60,65,50,68,CB
62,52,63,41,66,65,GK
61,58,67,27,70,47,CAM
66,49,70,16,63,50,ST
65,49,70,25,65,54,ST
56,53,89,30,67,59,RM
63,53,78,29,66,62,ST
65,59,64,36,63,66,GK
28,35,34,64,40,69,CB
62,59,83,44,66,56,RW
30,50,60,66,64,62,CDM
62,43,54,26,60,83,ST
53,58,70,58,59,71,RWB
28,43,63,63,55,70,CB
62,54,87,54,66,69,LW
62,59,84,27,64,48,RM
38,57,77,56,63,51,LB
31,55,80,58,65,60,LWB
39,53,63,63,52,78,CB
35,50,51,63,56,71,CB
59,55,71,30,68,50,RW
28,40,66,65,41,68,CB
66,64,64,29,60,64,GK
54,62,66,64,65,69,CDM
28,34,58,63,51,73,CB
62,57,80,36,69,59,RW
57,68,66,55,63,61,CAM
59,59,50,63,62,70,CB
40,53,39,61,45,84,CB
36,57,65,62,56,76,CB
28,43,57,64,43,70,CB
26,53,49,63,54,79,CB
52,62,68,51,67,62,CAM
62,58,67,30,68,52,RM
54,66,55,62,65,65,CM
59,55,83,44,65,55,RM
33,50,51,64,52,74,CB
33,50,68,65,53,65,CB
56,63,61,26,68,45,RM
56,60,71,59,64,63,CDM
58,63,61,60,67,59,CAM
42,59,64,63,62,69,CDM
63,62,64,30,64,64,GK
71,48,59,25,61,55,ST
38,53,60,63,59,71,CB
55,59,77,58,62,66,RWB
29,35,47,63,37,78,CB
41,55,53,64,57,71,CB
64,67,64,46,71,48,GK
58,65,66,45,64,58,CAM
51,57,88,56,62,64,RM
62,55,70,25,64,54,RW
59,61,82,55,66,62,RM
32,44,38,67,31,74,CB
57,52,92,30,67,71,RM
62,60,64,42,66,62,GK
25,41,60,65,43,67,CB
32,46,56,61,45,78,CB
55,55,93,35,66,61,LM
65,53,73,26,65,56,ST
61,59,60,37,64,67,GK
48,57,56,61,59,68,CDM
58,60,77,45,68,54,CAM
68,54,74,24,69,56,ST
60,62,69,41,69,44,CAM
60,50,76,25,63,78,ST
59,62,64,62,64,68,CDM
33,46,47,62,49,76,CB
47,62,82,58,62,68,RB
46,60,66,60,62,56,CDM
32,52,64,62,52,70,CB
55,59,78,61,65,65,CDM
47,55,65,61,60,76,CB
59,56,79,29,65,57,RW
31,59,71,59,62,65,LWB
46,60,47,63,60,67,CDM
56,63,74,58,67,65,CAM
56,62,69,58,65,70,RM
57,67,30,64,62,58,CDM
59,62,73,56,66,64,RM
39,57,65,61,59,63,CDM
23,50,58,64,51,75,CB
57,60,61,60,62,72,CDM
64,62,65,26,61,65,GK
59,58,74,43,70,64,RM
32,49,42,64,53,77,CB
47,58,55,61,63,68,CDM
60,43,89,22,71,52,LW
57,64,62,41,67,51,CAM
56,62,69,59,65,71,CDM
59,63,69,52,67,55,CAM
60,59,68,56,64,60,CAM
24,41,61,65,33,71,CB
50,56,73,60,66,64,LB
62,66,59,42,63,61,ST
60,63,52,63,68,61,CAM
64,41,45,27,56,70,ST
34,57,51,66,50,53,RB
66,61,59,36,66,68,ST
53,62,62,60,62,71,CM
23,44,42,63,44,80,CB
60,56,83,56,70,59,RW
61,56,69,31,74,45,CAM
40,46,60,63,49,75,CB
62,48,69,22,66,66,ST
30,40,59,64,39,71,CB
47,52,71,62,61,70,CB
52,57,68,61,60,75,RWB
59,60,74,59,66,74,RM
61,50,67,25,59,76,ST
55,60,67,58,66,63,RM
63,67,49,38,68,57,CAM
67,58,51,25,62,72,ST
60,62,65,25,66,63,GK
59,66,71,52,62,58,CAM
39,49,66,63,51,73,CB
37,50,62,63,50,74,CB
61,63,63,64,64,78,CDM
61,51,78,41,64,80,ST
62,48,70,30,63,81,ST
35,43,58,66,48,59,CB
41,53,70,62,49,64,RB
37,58,68,63,59,63,CB
61,62,64,25,66,64,GK
62,62,65,36,61,63,GK
61,61,63,28,63,65,GK
56,54,72,63,60,77,CB
60,61,62,33,67,46,RM
58,53,67,25,69,62,GK
37,50,71,63,56,71,CB
46,54,57,61,54,67,CDM
64,60,78,55,68,48,CAM
62,59,75,35,68,53,CAM
25,47,50,64,55,73,CB
62,49,77,27,64,60,ST
57,66,66,54,71,51,CAM
64,58,76,32,64,74,LM
62,51,82,33,65,69,ST
65,61,63,36,60,66,GK
40,51,77,59,55,74,RB
53,54,61,60,54,80,CB
57,64,71,38,64,59,RM
29,37,87,62,45,75,CB
64,50,64,30,62,67,ST
58,53,86,31,68,48,RW
60,58,64,36,68,64,GK
51,62,64,56,63,52,RM
27,46,48,64,45,67,CB
46,59,69,40,68,51,RM
26,53,34,64,57,70,CB
60,60,71,34,64,46,LM
32,53,63,62,59,70,CB
64,59,76,36,65,69,ST
53,60,76,59,65,71,RM
36,41,60,64,38,68,CB
28,44,65,62,53,73,CB
29,52,76,59,62,71,RWB
68,53,56,27,67,62,ST
62,65,64,37,63,66,GK
50,61,74,60,68,55,RM
30,45,66,66,48,68,CB
39,52,71,60,66,57,RB
50,59,68,27,67,41,LM
66,42,57,29,59,69,ST
37,55,67,64,54,71,CB
26,50,79,58,58,62,RB
25,47,59,68,51,64,CB
64,58,74,29,64,56,RM
61,56,82,28,64,63,ST
67,50,77,19,61,51,ST
54,59,54,61,62,74,CDM
59,63,74,53,65,58,CAM
47,53,72,60,66,60,LB
54,62,67,60,71,66,RM
63,47,68,31,60,80,ST
42,55,53,62,56,75,CB
59,57,80,30,65,61,ST
30,48,66,64,54,64,CB
58,56,48,63,63,59,CM
65,60,62,32,64,65,GK
22,38,66,65,35,68,CB
49,47,52,63,48,73,CB
49,62,66,56,65,65,CM
57,59,55,61,64,68,CDM
52,57,77,57,63,65,RWB
63,56,76,25,63,59,ST
63,58,59,21,69,63,GK
60,61,82,29,68,56,RM
32,48,56,64,48,72,CB
55,61,66,58,62,71,CDM
32,47,77,60,61,63,RB
60,57,83,19,65,57,RW
64,49,63,29,58,66,ST
30,41,62,65,39,64,CB
37,52,60,60,53,74,CB
62,42,84,29,57,67,ST
56,60,72,58,61,67,LB
55,57,71,58,60,73,RWB
54,41,62,64,55,67,CB
61,64,53,59,62,70,CM
59,37,90,22,63,58,ST
47,53,72,61,58,74,RB
62,58,82,25,67,67,RM
37,56,56,62,50,73,CB
57,55,78,43,64,66,RM
51,61,76,60,65,68,LM
49,57,79,31,73,34,RM
44,53,69,62,58,76,CB
23,43,40,64,45,77,CB
58,60,77,54,64,74,RM
58,55,77,34,68,50,RM
35,54,63,61,62,57,RB
35,48,58,65,46,62,CB
56,58,66,60,61,75,LWB
64,52,73,33,65,73,ST
24,53,69,59,62,65,LB
57,63,63,43,67,49,RM
48,56,35,65,54,64,CB
62,63,67,57,64,72,RM
60,59,65,33,62,67,GK
64,64,68,55,67,61,CAM
65,45,66,24,60,71,ST
62,57,79,27,61,68,ST
56,58,76,27,72,48,CAM
61,59,68,58,65,70,CAM
62,56,87,21,66,55,RW
61,62,63,46,66,65,GK
64,63,66,38,67,65,GK
56,62,71,57,67,63,RM
64,59,68,54,63,59,LM
60,57,64,40,68,62,GK
63,57,62,27,64,63,GK
57,59,83,36,66,55,RM
57,61,73,34,71,42,CAM
66,43,69,24,57,68,ST
61,64,71,54,63,68,LM
56,63,74,57,67,59,CAM
60,66,70,52,69,61,CAM
46,68,57,63,68,51,CM
59,61,32,60,59,69,CDM
55,63,52,61,63,68,CDM
34,59,58,63,58,75,CB
48,52,67,61,59,60,RB
33,53,63,60,50,54,RB
52,58,65,60,59,79,CB
33,45,57,62,43,75,CB
61,54,74,24,67,48,LW
38,53,65,62,52,78,CB
34,54,73,63,55,75,CB
62,65,68,37,67,63,CAM
58,62,60,37,72,38,CAM
59,64,59,60,66,63,LB
62,53,75,36,63,70,ST
53,62,71,51,66,56,CAM
37,57,69,62,60,71,CB
48,60,53,60,62,74,CDM
57,50,90,28,67,64,ST
47,66,59,49,74,72,GK
54,66,52,56,65,72,CM
63,46,42,28,57,63,ST
59,49,76,41,62,79,ST
34,53,70,61,45,59,RB
41,52,73,59,56,74,LB
61,61,66,40,67,58,GK
51,60,61,62,64,68,CDM
36,47,54,63,48,72,CB
61,51,66,29,67,65,ST
56,60,72,53,68,54,CAM
52,59,82,56,64,58,LM
53,56,77,31,70,42,RM
61,56,82,32,65,67,ST
60,57,83,24,63,58,LM
31,38,59,70,48,62,CB
29,48,42,63,43,80,CB
63,59,73,46,70,63,RM
41,54,58,63,57,68,CB
60,65,65,46,67,48,CAM
52,59,60,62,60,75,CB
26,40,63,63,44,76,CB
32,50,75,62,53,62,RB
65,60,65,38,66,64,GK
45,57,76,59,60,67,LB
25,44,70,63,51,73,CB
62,53,70,26,64,69,ST
67,61,72,29,66,48,CAM
57,62,73,55,66,60,CAM
61,60,64,48,66,62,GK
54,57,79,31,71,50,LM
39,49,53,64,48,71,CB
44,58,70,62,56,59,RB
45,57,67,60,65,64,RB
51,63,66,57,62,66,CM
41,49,82,58,58,62,RWB
52,66,62,62,64,64,CM
62,58,85,42,67,58,ST
60,58,83,26,68,45,RW
47,62,58,58,69,62,CM
63,64,65,46,63,63,GK
51,62,72,57,64,70,LB
61,60,69,33,65,49,LM
62,54,78,22,66,57,ST
64,56,66,24,70,55,ST
61,67,71,52,70,54,CAM
54,63,58,56,64,58,CM
54,59,77,58,68,70,LM
58,60,65,59,65,60,CAM
37,50,79,58,64,59,LWB
48,57,51,62,57,72,CB
58,59,67,55,65,70,RM
55,61,78,45,65,65,RM
32,48,53,64,47,67,CB
53,59,68,61,64,69,CDM
61,51,70,24,61,61,ST
50,56,47,62,60,72,CDM
30,43,67,63,51,76,CB
66,63,70,52,65,61,CAM
46,60,76,57,66,58,LM
62,52,84,35,64,70,ST
54,60,71,60,64,64,RWB
64,62,66,48,62,65,GK
64,65,65,27,68,64,GK
40,46,67,62,51,80,CB
32,53,60,61,50,60,LB
44,49,50,63,48,75,CB
60,53,88,27,68,60,RW
50,56,76,59,64,70,LB
43,57,33,64,53,66,CB
54,62,68,56,67,68,CAM
62,44,76,24,66,59,ST
29,36,62,66,35,67,CB
50,59,63,63,64,67,CDM
52,59,84,57,67,65,LM
50,58,58,61,62,77,CDM
64,62,64,33,65,63,GK
27,43,53,63,42,75,CB
44,52,47,63,47,70,CB
65,46,44,30,60,72,ST
53,57,71,33,66,61,RM
51,55,77,33,70,57,LM
61,58,60,62,63,79,ST
57,62,79,46,63,62,LM
63,60,75,38,65,61,RM
38,47,46,65,43,72,CB
66,51,65,32,63,66,ST
66,61,69,46,65,67,CAM
58,55,80,28,66,64,RM
59,63,78,63,66,66,CAM
64,63,62,41,62,62,GK
57,62,76,61,65,65,CAM
36,54,60,66,54,59,CDM
40,43,45,63,40,76,CB
62,61,63,45,62,65,GK
53,62,64,53,67,48,CM
58,60,71,57,63,74,CAM
34,49,73,59,60,49,LWB
62,61,64,39,66,63,GK
62,67,65,39,62,64,GK
