ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal
37,47,67,66,53,72
60,64,69,62,63,64
65,62,71,38,71,70
57,63,70,54,69,66
67,75,37,46,69,57
32,48,63,66,53,72
25,47,55,68,35,64
65,65,67,46,69,65
59,64,70,55,65,60
65,64,72,34,68,61
60,55,90,46,69,75
63,66,47,63,68,64
52,66,65,62,67,60
38,52,68,64,57,74
58,63,56,65,68,68
51,65,56,62,61,70
60,58,70,45,70,63
65,67,57,63,64,77
61,63,75,40,74,44
39,56,64,65,49,68
25,45,85,62,55,71
61,62,78,35,73,60
59,61,74,34,66,60
62,51,78,24,71,53
64,69,65,50,66,62
42,56,71,63,60,66
59,63,63,58,67,54
44,54,82,60,59,68
37,57,77,59,60,83
69,61,67,24,68,70
65,44,48,38,53,78
58,65,52,65,64,61
58,58,77,27,69,59
66,64,63,49,66,54
24,49,54,64,51,72
49,61,84,58,71,64
55,61,67,64,59,65
63,47,91,30,63,57
52,56,81,55,62,74
57,59,82,25,67,48
30,40,36,65,40,77
29,52,48,67,45,63
48,61,64,63,62,68
56,68,68,48,71,47
32,59,62,63,60,73
57,62,79,50,66,64
44,61,69,65,64,69
64,58,70,32,67,64
54,60,66,62,60,76
43,53,70,62,51,72
60,62,71,55,66,66
36,55,51,62,51,74
64,60,63,37,63,75
62,63,66,61,64,60
38,50,57,65,55,71
39,58,59,65,60,51
55,63,68,61,65,73
60,60,83,36,67,62
60,64,73,57,67,75
56,67,57,59,65,66
35,48,63,65,54,71
40,55,64,64,53,74
43,65,71,62,64,65
66,63,65,24,67,63
49,62,72,60,72,60
47,56,40,66,54,69
50,61,80,38,69,52
67,52,50,30,63,76
49,61,57,63,64,73
45,53,74,64,62,65
45,66,52,63,64,67
30,47,66,65,53,72
39,51,66,62,62,79
26,45,80,63,56,79
63,59,70,42,66,63
51,62,69,31,66,59
53,64,66,55,69,64
60,61,78,47,65,64
69,63,37,26,66,56
61,63,68,34,67,64
61,64,67,28,70,43
30,41,72,65,43,74
27,47,71,62,54,66
37,51,70,65,57,69
62,56,77,32,66,67
63,65,69,45,67,52
54,63,63,50,64,58
46,65,70,50,68,65
63,57,67,28,67,64
54,64,55,66,61,77
56,65,74,55,68,66
63,53,77,28,68,55
20,63,68,62,56,69
54,56,82,60,64,67
39,62,72,59,59,64
55,51,54,63,53,76
38,49,70,63,50,82
54,66,68,48,66,53
58,60,72,35,68,47
35,49,71,64,54,71
34,48,69,65,58,66
63,60,88,42,68,62
58,59,73,32,70,67
65,49,62,34,61,58
67,52,34,30,59,70
51,57,74,60,61,71
39,45,71,62,64,62
40,60,65,61,61,71
60,64,68,54,68,60
64,58,65,25,64,65
39,60,70,60,65,54
64,58,71,24,70,52
65,59,29,28,59,68
50,62,55,63,62,67
66,45,57,23,64,58
54,65,64,60,66,69
62,66,65,39,64,65
63,57,86,37,69,62
39,47,60,65,48,72
60,61,72,30,72,55
66,54,66,25,65,65
55,68,74,50,67,57
50,50,56,67,59,78
38,55,74,57,62,76
59,62,80,58,69,58
58,63,66,61,66,70
62,68,67,56,67,43
50,55,75,66,53,63
46,60,67,61,62,63
59,62,63,65,65,77
67,54,66,22,68,65
61,63,72,32,66,59
38,43,65,63,62,66
58,58,72,62,65,74
28,42,61,64,46,71
65,66,67,47,68,65
51,64,73,45,67,56
62,67,75,60,69,58
49,59,73,63,63,62
44,49,64,63,53,76
52,57,74,56,68,72
54,64,60,63,63,60
57,63,71,58,67,60
64,62,65,29,66,61
38,58,72,61,60,64
64,48,71,27,66,72
61,60,85,29,66,60
35,50,68,64,56,67
27,35,63,62,44,81
39,54,71,64,60,77
41,56,65,64,57,67
64,62,67,27,68,66
60,61,61,64,55,69
51,61,64,62,64,58
68,58,66,40,63,71
52,63,54,63,64,67
29,39,45,63,41,64
37,45,60,65,53,70
63,55,73,23,65,74
64,60,66,45,68,63
64,59,78,31,66,71
58,63,62,42,68,69
27,51,80,63,50,73
67,56,79,28,72,62
64,60,62,45,67,65
59,62,75,37,69,53
43,54,51,63,45,76
48,49,52,64,52,75
37,42,70,63,56,77
65,51,72,29,63,64
65,63,59,37,64,79
60,61,77,62,69,66
29,48,68,66,56,64
65,52,64,39,60,83
69,47,63,30,60,62
36,56,82,58,62,62
68,66,68,60,68,70
59,56,70,60,61,78
56,59,74,22,73,47
62,56,80,35,64,67
59,67,71,53,68,47
53,63,78,27,70,57
39,55,33,63,55,73
29,48,66,64,54,71
64,57,75,29,75,44
47,62,47,61,61,72
27,54,64,63,47,76
57,64,76,51,70,65
49,48,59,68,44,77
25,41,63,66,44,71
58,54,84,36,67,55
67,46,50,32,60,70
62,64,82,40,67,63
48,58,85,54,65,60
59,63,68,44,68,66
26,48,66,65,55,74
53,59,74,62,63,73
46,59,67,64,63,60
65,58,69,33,66,56
64,53,88,24,73,55
44,66,56,63,55,54
53,61,73,50,71,54
50,61,50,61,64,71
65,56,76,18,67,69
61,50,82,27,65,67
62,57,85,27,64,66
55,65,74,57,62,70
65,47,58,30,62,70
32,48,56,67,49,64
63,64,72,35,72,60
59,56,73,37,65,76
62,64,66,37,63,65
63,61,78,25,65,62
40,54,67,62,60,57
69,62,66,39,64,63
57,66,77,62,63,62
61,60,64,38,67,67
29,48,53,67,44,61
61,64,67,62,66,66
62,55,79,43,61,81
32,49,62,68,51,61
48,64,63,57,65,71
63,69,67,44,61,60
62,61,78,54,64,64
62,58,87,59,65,63
61,57,80,42,65,63
59,65,71,61,66,66
63,62,73,37,65,70
53,64,65,63,66,74
64,58,76,31,70,63
58,60,80,40,66,61
62,62,73,61,63,72
27,50,59,66,57,68
57,66,60,55,66,71
53,53,85,24,74,46
63,56,81,34,68,55
68,52,61,20,69,72
42,50,57,66,47,68
59,57,65,26,68,66
50,59,77,61,64,63
42,60,72,61,63,66
65,62,67,51,65,59
44,57,77,59,63,70
60,64,61,61,65,67
60,59,78,48,63,66
55,59,65,60,61,78
30,48,61,64,47,70
60,60,81,60,65,74
39,54,54,69,44,65
39,55,60,63,60,79
67,51,79,28,67,49
59,64,72,56,70,58
42,55,72,61,62,63
51,61,69,61,66,68
27,50,43,66,42,75
52,59,63,50,63,59
35,46,63,63,55,77
56,61,67,46,68,62
28,46,73,64,51,71
27,47,54,63,55,77
25,53,59,66,47,65
62,62,66,52,71,54
61,57,49,61,57,80
54,64,66,62,64,72
64,58,76,28,69,43
67,58,68,26,66,60
34,49,76,61,62,57
56,63,71,43,69,60
46,60,71,61,64,71
35,47,32,65,42,76
59,64,68,57,68,63
59,60,73,51,67,74
61,63,61,51,69,63
67,51,58,31,64,69
63,60,77,41,65,61
61,64,73,50,68,64
54,64,70,55,69,65
55,57,90,52,65,53
67,58,59,36,63,68
52,58,68,65,59,69
63,64,70,60,67,67
61,61,58,61,65,71
51,60,67,61,61,62
43,52,67,63,60,64
35,58,76,60,64,66
27,42,55,66,39,69
55,62,73,39,72,44
36,48,45,64,46,73
41,55,68,61,58,75
65,55,66,39,68,63
61,62,75,59,66,62
43,57,71,61,64,60
58,63,67,60,65,64
54,60,56,67,62,67
44,50,72,62,62,69
51,59,38,64,58,67
58,62,72,55,67,62
49,64,73,39,72,48
62,56,84,32,66,66
54,61,81,33,69,67
62,62,68,58,64,70
63,66,64,61,65,69
68,66,56,21,58,72
59,57,56,65,62,71
56,63,63,58,66,73
55,66,64,52,71,58
63,64,67,45,65,67
27,49,51,64,41,69
63,46,70,32,60,72
52,59,83,36,69,52
58,64,71,37,69,54
55,63,78,53,71,59
51,60,75,61,59,67
36,59,75,60,62,69
38,49,53,65,52,69
65,47,57,28,59,72
64,62,66,45,67,60
54,59,47,64,66,71
57,64,41,62,60,68
61,56,73,22,68,65
28,54,67,62,52,64
60,61,71,61,62,72
54,58,33,64,53,76
21,45,47,63,54,71
62,61,72,26,71,57
38,51,72,63,59,73
65,42,66,33,57,77
59,56,86,44,68,57
30,49,71,64,57,68
48,54,59,63,57,74
58,62,77,50,72,63
64,58,71,23,64,57
64,55,84,32,66,66
36,51,68,66,53,63
26,37,64,65,44,74
64,63,65,42,65,63
64,60,77,34,68,60
60,56,87,25,67,56
46,60,74,60,63,59
61,55,83,37,67,53
59,61,79,34,69,48
29,42,77,65,49,73
63,61,75,57,67,65
30,42,55,66,46,69
56,59,69,62,64,65
47,53,71,64,58,71
54,59,86,29,65,53
68,58,57,37,61,63
61,61,83,54,62,74
32,50,70,63,53,73
65,54,77,29,65,69
52,67,50,64,59,71
65,52,74,25,63,68
50,56,81,58,62,74
45,55,84,57,62,56
34,44,61,66,46,64
56,61,69,27,75,40
65,56,77,25,64,65
30,46,49,66,38,72
46,61,73,57,70,61
64,59,73,59,65,79
55,59,79,51,64,70
55,58,84,34,66,53
40,49,50,66,58,69
61,59,67,49,66,57
26,43,64,65,44,72
49,59,76,63,66,61
66,53,46,28,58,73
30,42,57,63,42,79
39,41,55,67,50,67
57,59,66,65,64,55
50,57,57,63,52,75
54,60,62,63,62,72
37,56,63,64,54,58
54,66,66,39,67,64
60,63,74,59,69,57
35,43,64,66,41,77
64,65,67,46,67,67
57,60,66,62,65,68
63,58,75,23,71,47
67,51,78,29,62,57
55,57,82,27,66,46
65,58,77,24,71,47
64,50,64,31,63,71
53,59,76,29,68,50
57,59,66,65,66,63
64,46,71,29,67,61
59,64,67,50,67,63
66,62,72,31,68,62
29,56,50,63,52,67
59,61,64,62,64,67
60,65,65,40,63,67
61,60,80,42,66,53
63,53,64,43,63,78
62,60,64,39,67,66
59,58,68,33,71,48
51,59,82,36,66,64
61,66,73,42,64,69
64,54,69,33,62,72
28,44,67,65,52,71
64,65,67,31,67,66
32,52,61,65,55,66
67,45,62,20,60,61
57,61,63,55,68,71
30,53,72,61,58,63
66,45,54,22,62,64
53,64,51,61,64,70
55,59,83,49,68,61
62,57,71,37,69,62
36,59,70,62,64,61
65,51,55,27,58,74
67,69,65,39,63,64
55,55,78,67,61,62
58,61,75,57,65,84
63,65,70,51,64,59
59,58,79,42,70,66
60,63,68,45,64,65
36,50,64,64,49,77
57,58,76,58,68,72
31,39,35,65,41,79
65,50,67,23,64,67
65,54,67,39,61,76
60,61,82,37,67,46
65,52,76,20,66,55
58,59,83,40,66,60
61,63,66,54,67,65
63,64,66,54,65,64
46,54,67,64,60,79
68,51,80,24,67,65
63,56,86,31,64,72
51,58,78,24,69,45
46,62,68,62,58,70
46,58,71,62,61,59
53,65,61,61,65,70
61,58,85,29,69,60
32,55,67,64,61,61
66,49,73,24,64,64
63,64,63,22,64,65
58,63,81,57,69,61
65,59,68,17,69,64
38,45,70,65,56,71
62,55,80,22,68,66
31,43,55,67,51,63
60,58,70,42,64,57
66,61,66,22,68,61
65,48,66,29,61,75
44,59,75,54,70,68
32,53,70,61,56,60
57,60,66,63,63,73
53,52,59,64,56,74
61,61,66,43,63,67
65,61,64,63,63,71
67,41,69,19,63,61
57,56,87,33,69,58
56,57,86,25,68,51
42,53,72,59,59,73
61,58,82,57,65,79
65,43,53,35,62,72
62,61,69,24,71,59
64,66,61,65,65,64
52,62,72,59,66,61
58,59,70,27,69,63
68,53,66,29,64,53
64,50,74,19,68,70
53,55,66,63,64,70
66,60,51,24,66,74
30,45,63,64,40,75
60,63,66,38,70,60
31,42,51,65,48,65
42,51,76,61,64,61
31,47,71,65,46,66
63,55,63,35,66,67
58,69,54,60,67,60
58,59,86,28,66,57
56,68,69,31,72,60
45,41,60,66,44,72
50,60,70,60,66,66
65,54,79,28,69,52
67,64,63,45,63,65
64,62,69,24,68,66
35,47,65,67,40,60
64,49,83,35,61,78
57,60,79,46,68,63
53,63,67,62,60,68
49,63,72,60,72,68
29,50,60,62,39,73
62,56,80,22,68,62
69,47,44,29,58,76
61,61,64,44,68,65
48,53,60,65,52,73
45,65,55,58,67,72
60,58,90,41,68,63
36,49,62,64,44,73
55,58,70,66,66,63
47,57,73,59,67,58
62,54,75,37,61,76
45,58,85,56,67,67
47,56,72,62,61,66
55,63,60,63,63,53
40,59,76,63,53,67
62,57,65,29,67,63
64,61,66,37,65,64
61,65,74,62,60,70
59,62,77,35,69,47
63,50,76,35,59,74
24,41,73,65,48,72
57,55,85,54,64,66
58,58,89,29,67,64
62,62,66,44,66,63
58,61,67,59,65,63
57,64,74,60,69,60
64,67,68,61,64,70
64,56,60,39,60,75
43,57,66,64,60,64
55,61,70,67,64,62
28,49,61,64,57,62
38,52,48,64,46,75
46,53,74,62,61,68
68,62,76,33,68,68
41,50,55,63,55,80
42,57,75,61,62,64
58,58,76,57,68,74
50,55,65,61,58,74
44,48,51,65,45,76
49,49,87,61,64,72
56,59,82,40,75,58
53,55,76,58,61,64
58,63,73,47,62,73
66,53,67,28,63,68
57,59,73,62,62,68
62,62,66,25,67,61
62,63,62,27,69,62
30,50,76,63,53,51
35,40,50,63,49,76
50,61,87,56,63,66
61,60,72,27,68,61
63,67,67,56,65,64
27,42,36,66,40,74
66,51,49,32,60,78
59,56,78,54,69,72
49,61,67,63,65,72
44,55,75,61,59,69
54,59,71,58,66,70
55,60,85,49,66,67
57,51,65,63,62,61
49,58,42,63,60,72
61,56,84,29,71,54
63,59,67,23,66,65
38,52,44,64,53,70
55,63,64,62,66,71
51,53,43,63,56,69
36,55,64,61,63,69
62,63,57,54,64,72
67,52,76,33,65,51
49,60,71,60,63,70
64,67,66,44,65,66
62,52,72,31,62,68
62,62,59,41,63,71
60,65,67,55,68,54
33,44,53,67,43,68
63,58,69,26,68,61
63,62,61,38,65,65
62,58,60,62,59,81
52,57,81,59,62,69
43,56,57,61,61,72
66,46,69,19,61,70
28,44,64,65,43,65
64,62,67,64,63,76
58,68,74,47,65,61
51,60,76,60,62,65
60,65,78,57,67,58
32,42,70,66,42,74
65,64,70,48,66,68
65,57,86,34,63,74
62,55,89,28,68,58
64,65,65,33,63,66
66,46,75,25,62,75
59,61,74,42,70,47
65,52,54,38,62,71
64,64,64,45,65,65
65,65,67,35,68,64
50,62,68,63,65,66
66,69,65,33,63,67
58,72,70,22,63,68
56,62,70,60,66,61
45,56,75,60,61,63
65,62,64,28,65,67
41,56,74,60,62,70
59,62,68,28,66,58
65,63,66,29,71,59
65,46,80,21,63,51
65,55,84,27,69,56
49,57,79,59,66,67
55,62,63,61,67,66
35,53,73,61,55,69
43,44,64,66,52,68
56,61,59,62,63,74
36,54,52,64,50,70
40,58,61,66,51,73
46,63,67,61,68,61
59,63,69,42,67,67
27,43,51,65,46,70
60,45,88,33,67,66
65,55,41,31,56,73
65,53,70,35,64,77
43,49,52,63,53,77
57,48,33,63,44,85
49,58,88,40,65,52
54,67,60,50,61,61
51,53,78,61,54,68
55,62,72,60,66,73
31,51,74,58,64,64
58,62,68,50,63,61
57,60,73,52,67,70
40,55,75,61,63,62
40,57,64,64,60,69
61,61,79,47,65,74
25,50,60,66,43,68
36,56,71,64,62,68
40,53,42,64,48,78
63,62,64,52,66,53
35,52,66,64,56,65
69,52,65,35,61,54
56,65,66,36,66,57
33,50,80,60,65,57
56,61,67,65,65,68
32,44,70,65,58,72
62,57,79,30,71,43
28,43,65,65,46,72
53,59,73,61,52,69
53,59,55,54,63,66
49,62,61,62,65,71
61,65,67,34,68,55
34,54,32,63,47,80
61,60,80,59,64,65
51,55,80,55,66,71
57,55,81,48,67,66
61,68,57,45,66,61
30,53,72,62,61,70
52,50,83,58,69,62
46,59,81,57,62,70
46,55,75,58,62,73
63,65,65,38,65,67
65,63,73,41,65,55
46,61,61,65,58,67
63,66,72,57,66,75
55,63,59,65,66,71
63,64,65,29,67,65
51,61,65,61,65,67
64,55,78,28,61,63
62,64,83,40,67,45
52,57,81,61,65,67
58,58,74,31,69,54
37,53,54,64,57,75
59,60,67,29,69,64
58,59,69,30,67,59
65,62,69,44,68,59
65,62,64,19,73,62
63,65,67,36,69,52
50,59,75,37,69,45
66,55,73,33,65,68
68,48,67,29,63,59
63,45,77,21,63,59
55,58,76,58,62,71
67,49,73,40,64,65
59,52,81,32,67,71
53,64,65,56,71,49
55,60,70,57,67,64
51,57,60,62,60,73
33,58,59,64,60,69
64,59,75,40,64,70
64,50,73,33,62,75
37,60,66,64,62,72
66,54,72,24,74,45
61,65,67,57,68,63
44,53,46,65,57,71
38,59,71,59,54,64
40,51,65,65,54,72
64,54,82,33,67,66
64,43,80,21,65,62
57,62,78,24,70,41
64,56,83,29,69,53
26,39,63,65,58,75
59,62,76,59,66,63
64,63,67,38,65,58
65,57,73,20,71,62
38,55,76,61,65,66
63,61,74,37,66,57
42,50,77,58,58,60
45,58,72,59,63,69
63,60,65,27,64,64
51,60,74,35,67,45
62,69,67,48,67,62
66,63,64,33,63,72
45,55,86,57,63,73
62,59,61,45,68,64
60,52,91,42,67,63
60,60,52,62,65,77
58,62,70,58,66,70
64,66,66,40,68,63
60,59,77,36,64,63
61,59,73,63,67,71
63,60,70,44,59,67
35,46,31,65,41,75
62,63,65,46,66,64
46,59,71,59,73,64
44,60,64,60,65,67
39,51,60,64,52,75
25,43,52,64,47,72
69,60,66,44,67,46
62,66,67,33,67,61
69,43,65,25,55,71
35,48,55,64,53,70
63,61,82,32,69,52
65,54,80,27,70,53
40,54,65,65,58,71
44,56,67,64,60,67
61,53,67,29,65,61
56,64,72,62,64,68
45,59,67,61,61,67
47,57,75,63,60,72
37,47,53,62,50,76
54,60,72,64,67,64
57,60,37,66,56,68
49,56,54,63,56,76
37,59,81,59,61,71
29,46,50,66,51,72
39,54,71,59,66,52
44,43,40,64,45,73
58,61,79,35,67,57
45,55,65,63,62,71
39,52,72,63,60,72
43,58,64,60,59,69
61,54,83,28,69,46
62,60,71,60,69,63
51,60,85,53,66,71
29,51,57,64,53,72
53,66,67,45,69,53
60,62,81,54,64,56
35,54,83,60,64,63
64,64,80,24,72,54
59,65,73,49,71,50
67,48,55,28,61,66
66,64,65,27,67,66
45,56,65,64,56,76
59,63,58,62,64,74
56,55,87,27,69,40
45,60,56,64,62,71
61,59,75,37,70,43
27,58,74,61,62,58
62,67,59,57,67,64
61,63,69,28,63,66
60,61,61,34,69,64
33,44,72,64,56,72
64,56,41,35,55,63
64,47,61,25,61,65
66,61,63,30,64,66
57,60,73,31,69,61
43,52,59,65,54,66
31,48,53,66,56,69
59,64,58,50,63,69
35,50,69,62,66,60
25,45,62,64,48,72
64,64,65,38,66,63
64,64,66,30,67,63
37,53,67,61,58,64
27,56,74,61,56,67
66,55,71,37,65,64
61,61,48,58,66,76
40,49,70,64,61,64
49,65,68,62,53,72
54,60,64,64,63,61
40,58,65,63,60,67
48,56,71,61,61,62
60,61,77,49,65,60
56,65,71,58,63,72
56,62,74,46,68,62
33,56,69,64,53,70
46,54,85,57,64,71
38,56,82,57,57,71
68,42,52,28,57,74
56,66,65,53,71,62
60,53,88,28,67,57
68,49,66,21,61,66
43,54,52,66,48,71
46,51,76,59,63,72
62,61,78,49,66,60
52,55,85,58,68,68
65,57,87,39,73,48
52,58,82,51,66,59
65,52,55,37,57,76
52,59,86,57,62,69
65,54,76,19,66,54
64,61,69,28,70,55
29,46,62,66,56,55
29,53,65,64,55,75
62,58,77,38,67,69
40,56,76,59,62,69
31,53,79,62,61,72
56,58,81,33,71,52
61,65,64,16,67,62
28,37,54,64,39,73
60,66,33,62,63,63
55,58,70,62,60,70
31,54,66,65,58,64
67,51,55,19,69,59
54,59,66,61,63,66
63,56,73,43,61,80
48,56,57,64,62,71
50,56,72,61,61,61
57,60,68,30,69,51
52,63,70,64,64,67
34,38,65,67,48,71
66,46,53,37,59,79
60,63,76,24,66,53
58,56,82,35,68,63
56,66,63,59,64,60
49,55,72,61,61,66
66,62,64,45,67,65
66,62,69,59,63,74
61,64,74,62,66,76
41,54,69,62,61,59
35,51,82,67,56,62
49,59,69,62,63,76
57,61,63,62,64,73
31,55,81,57,64,64
32,53,71,65,52,72
54,64,74,59,64,69
66,58,73,30,67,43
64,59,72,25,64,69
36,38,46,65,39,82
63,67,67,50,67,64
24,46,69,64,48,74
37,56,80,60,63,65
48,61,63,63,57,64
59,56,89,31,65,65
25,39,57,66,39,71
62,55,73,31,65,61
65,49,59,29,60,78
60,63,67,58,63,66
45,58,75,60,60,71
52,65,72,41,70,49
46,62,64,63,63,53
18,39,43,66,37,75
50,60,54,62,67,69
61,61,79,21,67,62
37,46,69,63,50,81
62,60,64,27,69,66
35,58,80,59,66,64
31,46,64,64,59,62
58,62,37,63,60,69
61,57,86,48,67,62
60,64,33,65,60,65
35,57,74,63,61,61
63,60,81,41,65,60
54,57,63,62,65,75
27,40,79,65,38,72
29,34,53,64,44,73
47,59,91,55,64,67
65,61,65,44,66,67
65,47,65,27,64,52
43,52,73,60,63,68
32,48,67,66,49,70
32,57,70,60,61,56
35,54,68,62,62,68
64,52,90,23,72,52
60,64,66,59,66,72
66,54,56,22,64,61
22,44,54,65,40,65
44,50,75,61,61,55
60,62,68,36,69,52
26,47,49,65,42,67
63,58,65,59,64,65
61,64,54,55,64,69
45,60,68,65,62,68
34,48,58,64,55,76
47,59,70,59,61,69
58,55,78,43,66,64
44,56,62,61,65,67
61,67,66,34,65,65
31,47,58,67,57,65
56,63,72,37,68,60
49,59,72,57,62,58
51,58,77,59,62,67
64,64,66,42,66,66
56,60,71,38,68,61
61,63,65,51,66,61
46,54,52,62,55,73
58,67,43,63,68,64
66,59,73,41,66,78
62,65,62,58,68,68
61,62,72,35,66,64
52,63,69,63,69,44
52,60,71,62,62,62
42,60,57,61,51,78
64,59,73,23,66,57
29,54,72,62,59,62
37,43,68,66,54,65
63,62,63,32,66,67
58,62,74,23,64,50
40,51,43,64,56,80
42,51,60,65,54,70
58,64,65,64,60,67
63,59,83,39,67,72
63,59,80,29,69,39
48,63,78,41,72,52
40,44,72,65,58,67
62,62,73,31,66,56
66,56,47,36,59,68
65,47,66,26,64,65
31,52,78,60,62,56
49,69,38,56,69,61
64,56,84,39,64,61
47,62,63,66,67,71
30,51,69,63,59,59
32,44,44,64,44,80
57,60,68,28,72,60
32,48,72,65,56,71
58,62,78,59,66,70
47,61,79,28,60,60
65,47,74,20,66,52
63,58,74,39,67,72
71,63,64,44,68,67
64,58,77,34,70,51
45,64,61,61,62,65
29,53,71,60,52,69
69,55,52,32,61,68
44,58,68,62,64,72
45,56,71,64,62,66
38,56,71,60,64,69
61,64,65,55,65,65
55,64,63,53,70,51
63,62,67,29,66,65
56,54,66,64,62,70
63,47,64,27,56,67
42,59,63,61,66,52
33,51,64,64,51,70
29,46,58,65,54,68
39,56,74,61,67,66
58,59,79,22,76,60
62,63,63,58,65,73
59,61,70,62,63,72
42,54,74,57,54,75
60,61,83,40,65,66
64,57,68,47,68,63
45,60,75,60,64,67
52,61,47,63,59,71
63,63,68,46,65,71
60,63,65,31,70,56
62,47,64,34,60,76
32,48,58,65,42,75
33,54,70,64,57,76
31,44,54,66,40,72
26,36,62,66,38,75
56,60,74,36,73,52
59,65,53,46,74,61
36,56,62,61,59,68
56,60,66,61,62,73
52,60,48,62,57,76
63,60,74,27,68,58
63,65,59,61,64,71
35,63,32,64,58,76
32,46,55,65,47,70
61,58,77,36,71,42
31,40,54,64,41,73
52,60,66,59,74,63
57,67,70,62,68,63
62,63,71,61,65,63
62,62,73,45,66,63
55,61,68,62,66,67
60,59,75,23,69,52
64,51,70,31,60,79
62,62,72,51,70,59
48,58,53,66,59,68
56,60,82,45,68,43
46,53,55,64,52,79
58,61,80,33,65,42
36,49,66,64,50,71
62,55,81,24,67,72
59,63,70,61,66,70
39,55,60,63,53,75
64,59,60,60,63,69
43,58,64,60,57,70
56,65,80,54,65,65
57,56,87,57,64,68
66,49,74,25,65,69
59,64,72,63,65,68
55,61,77,59,66,71
29,50,58,65,52,71
63,63,64,43,64,66
59,61,77,39,67,68
60,58,79,38,65,66
56,65,69,61,63,72
63,61,72,33,72,39
58,60,70,62,65,79
64,76,66,41,68,59
53,59,71,61,62,69
64,59,66,19,66,59
53,56,78,59,65,68
54,62,71,61,65,65
60,53,85,39,68,55
34,55,62,65,50,63
64,66,65,46,65,65
59,64,63,59,67,67
64,44,71,25,60,64
32,43,60,67,47,66
50,47,42,64,53,73
36,52,65,63,59,59
31,39,60,67,44,64
42,58,68,62,60,74
49,60,63,56,68,72
49,62,35,64,56,74
61,64,72,56,66,62
44,60,75,62,60,66
56,61,71,57,61,68
44,49,62,63,52,79
52,62,66,62,63,72
24,37,52,65,44,71
33,49,60,64,59,69
54,52,34,63,47,76
30,37,51,65,48,72
55,70,71,33,65,66
42,59,57,63,58,73
35,61,35,63,62,56
24,37,46,64,37,79
66,63,70,37,67,56
59,64,53,63,61,64
63,64,63,59,67,70
29,43,49,63,45,77
51,67,70,58,68,60
23,49,58,65,49,68
66,53,65,35,63,60
65,47,78,34,63,71
63,52,82,43,64,66
66,60,63,38,64,65
35,58,67,63,63,64
35,46,50,66,41,61
44,59,72,57,61,67
64,52,67,32,63,76
57,62,69,62,66,72
42,49,62,66,59,71
35,62,60,60,59,73
61,61,63,16,69,63
43,52,78,60,65,51
29,38,53,65,53,73
34,47,61,63,58,78
43,57,62,63,60,70
66,65,74,67,68,64
35,40,56,64,44,74
66,39,49,26,61,63
60,66,65,59,68,66
23,41,69,64,57,69
52,59,77,59,64,71
33,50,52,63,54,79
38,52,76,60,62,69
55,61,65,62,60,76
28,52,65,66,50,68
56,58,72,59,68,68
33,40,60,66,39,70
66,53,63,27,63,56
47,56,51,63,62,73
28,51,65,64,58,60
53,56,68,33,72,51
45,59,53,64,58,69
39,48,68,64,52,77
44,52,48,64,53,75
62,60,67,45,67,63
28,53,43,64,54,80
57,61,69,61,62,74
64,59,65,24,66,63
67,52,73,29,64,65
53,63,77,60,69,65
51,52,70,63,49,76
58,65,62,47,67,59
63,61,68,42,68,47
51,58,66,66,62,57
63,64,45,61,67,55
37,48,46,66,51,70
33,41,34,64,36,81
67,52,56,22,61,74
62,61,77,36,65,58
63,65,68,39,66,63
64,45,85,27,68,56
63,59,80,36,68,59
49,62,65,64,65,63
47,61,68,62,63,65
56,62,73,50,66,57
51,63,71,56,68,57
60,55,76,29,65,66
44,57,64,62,55,82
71,52,55,23,61,55
66,67,49,51,67,65
65,58,71,33,68,60
55,63,72,53,68,57
64,52,63,25,63,73
64,62,77,58,65,72
28,44,40,65,36,77
29,41,53,67,50,67
48,55,74,63,61,59
32,38,67,63,40,79
62,65,65,22,67,63
62,49,72,19,65,52
42,55,68,61,67,62
39,52,59,64,54,74
50,61,71,62,64,66
61,65,66,55,68,64
48,67,68,59,66,57
62,64,68,31,66,65
42,64,64,59,60,64
48,59,76,62,63,76
29,51,73,63,62,55
30,56,63,65,48,71
54,58,75,48,68,52
58,61,53,63,66,81
25,41,58,66,41,59
54,56,85,57,64,74
25,40,51,63,40,74
34,54,56,64,53,73
59,65,73,41,68,52
31,42,58,65,41,77
63,53,64,34,62,75
66,59,66,39,66,69
42,52,70,61,60,67
35,56,71,62,63,70
64,65,63,52,66,68
63,67,62,53,65,53
33,41,51,66,34,74
57,63,71,58,70,69
52,59,70,63,62,67
41,59,77,59,64,62
46,58,69,66,62,65
57,61,68,45,71,44
60,62,78,54,67,70
57,51,88,27,71,53
62,61,76,30,66,53
48,57,75,59,69,63
61,63,65,25,68,65
54,57,72,62,64,72
64,61,68,55,66,66
43,54,51,63,54,76
32,46,67,62,46,77
35,52,56,63,51,75
36,47,54,65,40,69
51,59,61,61,59,63
46,62,73,58,66,60
39,51,75,62,62,63
20,41,32,65,31,80
56,57,77,59,63,67
57,60,72,60,64,63
25,38,57,66,47,73
47,67,68,60,66,64
63,62,66,26,64,64
26,41,41,64,45,68
60,61,79,34,64,69
46,54,65,62,55,78
68,59,66,33,62,57
63,65,77,54,68,66
55,61,46,58,53,72
38,57,76,62,64,70
33,47,67,64,52,73
50,51,74,61,59,63
60,56,68,28,69,65
